talent,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Roles,performance_ids
Vlado Mihailov,0.001289214,0.0,0.05413086,0.004874281,backings,2017-bg
Sunstroke Project,0.001718951,0.0,0.003055914,2.4600000000000002e-29,artist,2017-md
Helena Abegaz,0.001718951,0.0,0.003055914,2.4600000000000002e-29,backings,2017-md
Blanche,0.001289214,0.0,0.002320584,1.3600000000000001e-31,artist,2017-be
Pierre Dumoulin,0.003437903,5.54e-06,0.002900731,2.0500000000000003e-31,"composers, lyricists, writers","2017-be, 2019-be, 2024-be"
Robin Bengtsson,0.001289214,0.0,0.041065244,0.000469107,artist,2017-se
Patrik Riber,0.001289214,0.0,0.041065244,0.000469107,backings,2017-se
"Lotta Furebäck, Mari Ryberger, Zain Odelstål",0.001289214,0.0,0.041065244,0.000469107,stageDirector,2017-se
Francesco Gabbani,0.001289214,0.0,0.001289214,2.97e-45,artist,2017-it
Nausicaa Magarini,0.001289214,0.0,0.001289214,2.97e-45,backings,2017-it
Luca Chiaravalli,0.001289214,0.0,0.001289214,2.97e-45,writers,2017-it
Filippo Ranaldi,0.002148689,0.0,0.001289214,3.87e-45,"stageDirector, dancers",2017-it
Ilinca feat. Alex Florea,0.001718951,0.0,0.002105716,1.33e-35,artist,2017-ro
Mihai Alexandru,0.001718951,0.0,0.002105716,1.33e-35,composers,2017-ro
Alexa Niculae,0.001718951,0.0,0.002105716,1.33e-35,lyricists,2017-ro
Cristian Goaie,0.001718951,0.0,0.002105716,1.33e-35,backings,2017-ro
Aurel Badea,0.003008165,4.43e-06,0.003008165,1.75e-35,stageDirector,"2017-ro, 2022-ro"
Joci Pápai,0.003008165,7.39e-07,0.003763462,1.3e-26,"artist, composers",2019-hu
József Pápai,0.001289214,0.0,0.003548407,8.420000000000001e-27,writers,2017-hu
Alexandra Virág,0.001289214,0.0,0.003548407,8.420000000000001e-27,dancers,2017-hu
Isaiah,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2017-au
Michael Angelo,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2017-au
Daniel Adrian Kelaart,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2017-au
"Marko Panzic, Sacha Jean-Baptiste",0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2017-au
Jowst,0.001718951,0.0,0.008703486,3.35e-15,artist,2017-no
Joakim With Steen,0.001718951,0.0,0.008703486,3.35e-15,composers,2017-no
Jonas McDonnell,0.001718951,0.0,0.008703486,3.35e-15,lyricists,2017-no
Ole-André Enggrav,0.001718951,0.0,0.008703486,3.35e-15,backings,2017-no
OG3NE,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2017-nl
Rory de Kievit,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2017-nl
Rick Vol,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2017-nl
Rolf Meter,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2017-nl
Alma,0.000859476,0.0,0.001342931,2.87e-42,artist,2017-fr
Nathanaëlle Langlais,0.000859476,0.0,0.001342931,2.87e-42,backings,2017-fr
Jacques Houdek,0.003437903,3.33e-06,0.002578427,3.15e-38,"artist, lyricists, composers, backings","2017-hr, 2019-hr"
Tony Malm,0.001289214,0.0,0.001718951,1.57e-38,composers,2017-hr
Matija Cvek,0.001289214,0.0,0.001718951,1.57e-38,backings,2017-hr
Krešimir Dolenčić,0.001289214,0.0,0.001718951,1.57e-38,stageDirector,2017-hr
Dihaj,0.002148689,0.0,0.044658318,0.018825002,artist,2017-az
Isa Melikov,0.002148689,0.0,0.044658318,0.018825002,composers,2017-az
Vitaliy Zagoruiko,0.002148689,0.0,0.044658318,0.018825002,dancers,2017-az
Naila Mammadzadeh,0.002148689,0.0,0.044658318,0.018825002,stageDirector,2017-az
Lucie Jones,0.000859476,0.0,0.002599914,2.2000000000000002e-35,artist,2017-gb
Lawrie Martin,0.000859476,0.0,0.002599914,2.2000000000000002e-35,writers,2017-gb
Nathan Trent,0.001718951,0.0,0.047072281,0.000289839,"artist, writers",2017-at
Vincent Bueno,0.001718951,0.006354814,0.048063276,0.000282728,"backings, artist",2017-at
Naviband,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2017-by
Arciom Lukjanienka,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2017-by
Olga Rozaleon-Sashalskaya,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2017-by
Tatyana Ostroverkh,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2017-by
Artsvik,0.002148689,0.0,0.050505954,0.006209576,artist,2017-am
David Tserunyan,0.002148689,0.0,0.050505954,0.006209576,lyricists,2017-am
Viktoria Pogosyan,0.002148689,0.0,0.050505954,0.006209576,backings,2017-am
Marlene Lindahl,0.003437903,5.17e-06,0.050611868,0.007843797,dancers,"2017-am, 2018-cy"
Demy,0.002148689,0.0,0.042490547,0.09818732,artist,2017-gr
Romy Papadea,0.002148689,0.0,0.042490547,0.09818732,lyricists,2017-gr
Paris Paraskevadis-Planets,0.002148689,0.0,0.042490547,0.09818732,backings,2017-gr
Marcos Giakoumoglou,0.002148689,0.0,0.042490547,0.09818732,dancers,2017-gr
Anja,0.000859476,0.0,0.000859476,1.67e-61,artist,2017-dk
Michael D'Arcy,0.000859476,0.0,0.000859476,1.67e-61,writers,2017-dk
Trille Palsgaard,0.000859476,0.0,0.000859476,1.67e-61,backings,2017-dk
Hovig,0.001718951,0.0,0.048463114,0.003494741,artist,2017-cy
Charis Savvas,0.001718951,0.0,0.048463114,0.003494741,stageDirector,2017-cy
Pavlos Lazarou,0.001718951,0.0,0.048463114,0.003494741,dancers,2017-cy
Kasia Moś,0.000859476,0.0,0.001964516,9.479999999999999e-40,artist,2017-pl
Rickard Bonde Truumeel,0.000859476,0.0,0.001964516,9.479999999999999e-40,writers,2017-pl
Konrad Smuga,0.003437903,7.76e-06,0.003437903,2.73e-39,stageDirector,"2017-pl, 2018-pl, 2019-pl"
Penn Hazut,0.000859476,0.0,0.003822405,4.26e-20,writers,2017-il
O.Torvald,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2017-ua
Dasha Mineyeva,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2017-ua
Zhenia Galych,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2017-ua
Yevhen Kamenchuk,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2017-ua
Levina,0.001289214,0.0,0.046146521,0.000290697,artist,2017-de
Louise Mills,0.001289214,0.0,0.046146521,0.000290697,backings,2017-de
Lindy Robbins,0.001289214,0.0,0.046146521,0.000290697,writers,2017-de
Manel Navarro,0.001718951,0.0,0.038161829,0.000107433,"artist, writers",2017-es
Álex González,0.000859476,0.0,0.038161829,9.79e-05,backings,2017-es
Tamara Gachechiladze,0.002148689,0.0,0.052712142,0.007868617,"artist, lyricists",2017-ge
Natia Oqruashvili,0.001289214,0.0,0.052712142,0.007169953,backings,2017-ge
Sanja Bogosavljević,0.001718951,0.0,0.025469986,2.52e-09,backings,2017-rs
Lisa Desmond,0.001718951,0.0,0.025469986,2.52e-09,writers,2017-rs
Boris Vidaković,0.001718951,0.0,0.025469986,2.52e-09,dancers,2017-rs
Timebelle,0.001289214,0.0,0.037879465,7.99e-05,artist,2017-ch
Nicolas Günthardt,0.001289214,0.0,0.037879465,7.99e-05,writers,2017-ch
Norma John,0.000859476,0.0,0.024512829,4.83e-06,artist,2017-fi
Leena Tirronen,0.000859476,0.0,0.024512829,4.83e-06,writers,2017-fi
Brendan Murray,0.001289214,0.0,0.037870974,7.98e-05,artist,2017-ie
Shane McDaid,0.001289214,0.0,0.037870974,7.98e-05,backings,2017-ie
Jörgen Elofsson,0.001718951,0.000231312,0.037879465,8.05e-05,writers,"2017-ie, 2023-ie"
Koit Toome & Laura,0.000859476,0.0,0.002046371,2.31e-43,artist,2017-ee
Rolf Roosalu,0.000859476,0.0,0.002046371,2.31e-43,backings,2017-ee
Martina Bárta,0.001289214,0.0,0.043075578,0.000638676,artist,2017-cz
Veronika Vitová,0.001289214,0.0,0.043075578,0.000638676,backings,2017-cz
Pete Barringer,0.002578427,0.001216605,0.050809749,0.004601988,writers,"2017-cz, 2021-mt"
Lindita,0.001718951,0.0,0.002291935,3.37e-35,artist,2017-al
Lindita Halimi,0.001718951,0.0,0.002291935,3.37e-35,lyricists,2017-al
Greta Radovani,0.002148689,2.59e-06,0.002500293,3.57e-35,backings,"2017-al, 2018-al"
Kleidi Eski,0.001718951,0.0,0.002291935,3.37e-35,stageDirector,2017-al
Jana Burčeska,0.001289214,0.0,0.050718227,0.003880396,artist,2017-mk
Valentina Dimitrova,0.001289214,0.0,0.050718227,0.003880396,backings,2017-mk
Svala,0.001289214,0.0,0.001289214,2.97e-45,artist,2017-is
Svala Björgvinsdóttir,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2017-is
Óskar Einarsson,0.001289214,0.0,0.001289214,2.97e-45,backings,2017-is
Einar Egilsson,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2017-is
Slavko Kalezić,0.001289214,0.0,0.001289214,2.97e-45,artist,2017-me
Oliver Katić,0.001289214,0.0,0.001289214,2.97e-45,backings,2017-me
Momčilo Zeković Zeko,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2017-me
Dejan Milićević,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2017-me
Claudia Faniello,0.001718951,0.0,0.003509526,4.18e-28,artist,2017-mt
Jeannette Marchewka,0.001718951,0.0,0.003509526,4.18e-28,backings,2017-mt
Sean Vella,0.001718951,0.0,0.003509526,4.18e-28,composers,2017-mt
Gordon Bonello,0.003008165,1.22e-05,0.004010887,4.88e-28,stageDirector,"2017-mt, 2022-mt"
Fusedmarc,0.001289214,0.0,0.004836837,3.57e-24,artist,2017-lt
Vaiva Adomaitytė,0.001289214,0.0,0.004836837,3.57e-24,backings,2017-lt
Michail Levin,0.002148689,0.0,0.004836837,4.1699999999999996e-24,"composers, lyricists",2017-lt
Povilas Varvuolis,0.008165019,7.93e-05,0.008419679,1.32e-23,stageDirector,"2017-lt, 2018-lt, 2019-lt, 2021-lt, 2021-de, 2022-lt, 2023-lt"
Triana Park,0.001289214,0.0,0.029675464,1.26e-06,artist,2017-lv
Kristians Rakovskis,0.001289214,0.0,0.029675464,1.26e-06,composers,2017-lv
Agnese Rakovska,0.001289214,0.0,0.029675464,1.26e-06,lyricists,2017-lv
Valentina Monetta & Jimmie Wilson,0.001289214,0.0,0.00408251,2.52e-24,artist,2017-sm
Meredith Murray Mezzullo,0.001289214,0.0,0.00408251,2.52e-24,backings,2017-sm
Steven Barnacle,0.001289214,0.0,0.00408251,2.52e-24,lyricists,2017-sm
Netta,0.001718951,0.0,0.005928628,1.9e-19,artist,2018-il
Stav Beger,0.004297379,3.25e-05,0.006455618,2.62e-19,"composers, lyricists","2018-il, 2024-il"
Maayan Bukris,0.001718951,0.0,0.005928628,1.9e-19,backings,2018-il
Shayna Heidi,0.001718951,0.0,0.005928628,1.9e-19,dancers,2018-il
Eleni Foureira,0.001718951,0.0,0.050551291,0.005509869,artist,2018-cy
Teddy Sky,0.001718951,0.0,0.050551291,0.005509869,backings,2018-cy
Cesár Sampson,0.001289214,0.0,0.052385245,0.001268123,artist,2018-at
Sunay Balkan,0.001289214,0.0,0.052385245,0.001268123,backings,2018-at
Michael Schulte,0.000429738,0.0,0.039957998,4.5e-05,artist,2018-de
Ermal Meta & Fabrizio Moro,0.000859476,0.0,0.000859476,1.67e-61,artist,2018-it
Fabrizio Moro,0.000859476,0.0,0.000859476,1.67e-61,writers,2018-it
Roberto Maccaroni,0.000859476,0.0,0.000859476,1.67e-61,backings,2018-it
Mikolas Josef,0.002148689,0.0,0.037401464,0.000175459,"artist, writers",2018-cz
Pamela Koky,0.001289214,0.0,0.037401464,0.000159843,backings,2018-cz
Marek Mensa,0.001289214,0.0,0.037401464,0.000159843,dancers,2018-cz
Benjamin Ingrosso,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2018-se
MAG,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2018-se
Stran Çetin,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2018-se
"Dennis Bröchner, Zain Odelstål",0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2018-se
Elina Nechayeva,0.001289214,0.0,0.033999279,0.000328898,artist,2018-ee
Ksenia Kuchukova,0.001289214,0.0,0.033999279,0.000328898,lyricists,2018-ee
Rasmussen,0.001289214,0.0,0.042511931,0.00031525,artist,2018-dk
Niclas Arn,0.001289214,0.0,0.042511931,0.00031525,writers,2018-dk
Anders Ørsager,0.001289214,0.0,0.042511931,0.00031525,backings,2018-dk
DoReDos,0.001718951,0.0,0.042479863,0.098328392,artist,2018-md
John Ballard,0.001718951,0.0,0.042479863,0.098328392,lyricists,2018-md
Sara Linnea Larsson,0.003008165,0.000691719,0.042511931,0.101733002,backings,"2018-md, 2019-az"
Eugent Bushpepa,0.001289214,0.0,0.001527957,1.0600000000000001e-35,"artist, composers",2018-al
Ieva Zasimauskaitė,0.001289214,0.0,0.005051807,3.71e-24,artist,2018-lt
Akmėja Bru,0.001289214,0.0,0.005051807,3.71e-24,backings,2018-lt
Madame Monsieur,0.001289214,0.0,0.003029128,8.739999999999999e-30,artist,2018-fr
Jean-Karl Lucas,0.003008165,1.55e-05,0.004599787,2.71e-29,writers,"2018-fr, 2019-fr"
Noée,0.001289214,0.0,0.003029128,8.739999999999999e-30,backings,2018-fr
Stéphane Jarny,0.001289214,0.0,0.003029128,8.739999999999999e-30,stageDirector,2018-fr
Equinox,0.001289214,0.0,0.051397145,0.004747897,artist,2018-bg
Maria Georgieva,0.001289214,0.0,0.051397145,0.004747897,backings,2018-bg
Lisa Børud,0.000859476,0.0,0.008498698,2.4e-15,backings,2018-no
Ryan O'Shaughnessy,0.002148689,0.0,0.001289214,3.87e-45,"artist, writers",2018-ie
Remy Anna Naidoo,0.001289214,0.0,0.001289214,2.97e-45,backings,2018-ie
Ciarán Connolly,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2018-ie
Kevin O'Dwyer,0.001289214,0.0,0.001289214,2.97e-45,dancers,2018-ie
Mélovin,0.001718951,0.0,0.002685862,1.8499999999999998e-30,artist,2018-ua
Kostyantyn Mykolayovych Bocharov,0.001718951,0.0,0.002685862,1.8499999999999998e-30,composers,2018-ua
Mike Ryals,0.001718951,0.0,0.002685862,1.8499999999999998e-30,lyricists,2018-ua
Luiza Kazaryan,0.001718951,0.0,0.002685862,1.8499999999999998e-30,backings,2018-ua
Waylon,0.002148689,0.0,0.038170451,0.000120642,"artist, writers",2018-nl
Justin Pieplenbosch,0.001289214,0.0,0.038170451,0.000109901,backings,2018-nl
Roger Makadi,0.001289214,0.0,0.038170451,0.000109901,dancers,2018-nl
Sanja Ilić & Balkanika,0.001289214,0.0,0.028279614,2.35e-08,artist,2018-rs
Tatjana Karajanov Ilić,0.001289214,0.0,0.028279614,2.35e-08,composers,2018-rs
Danica Krstajić,0.001289214,0.0,0.028279614,2.35e-08,lyricists,2018-rs
Jessica Mauboy,0.002148689,0.0,0.050870947,0.004836193,"artist, composers",2018-au
Samantha White,0.001289214,0.0,0.050870947,0.004406107,backings,2018-au
AWS,0.001718951,0.0,0.003652772,9.95e-27,artist,2018-hu
David Schwartz,0.001718951,0.0,0.003652772,9.95e-27,backings,2018-hu
Soma Schiszler,0.001718951,0.0,0.003652772,9.95e-27,composers,2018-hu
Örs Siklósi,0.001718951,0.0,0.003652772,9.95e-27,lyricists,2018-hu
Lea Sirk,0.002578427,0.0,0.019134943,2.14e-12,"artist, lyricists",2018-si
Karin Zemljič,0.002578427,0.000461885,0.019139279,1.99e-12,backings,"2018-si, 2021-si"
Tomy DeClerque,0.001718951,0.0,0.019134943,1.95e-12,composers,2018-si
Veronika Škrlj,0.001718951,0.0,0.019134943,1.95e-12,dancers,2018-si
Amaia & Alfred,0.000859476,0.0,0.035762577,3.85e-05,artist,2018-es
Sylvia Ruth Santoro López,0.000859476,0.0,0.035762577,3.85e-05,writers,2018-es
SuRie,0.001289214,0.0,0.002736752,3.12e-35,artist,2018-gb
Mark De-Lisser,0.001289214,0.0,0.002736752,3.12e-35,backings,2018-gb
Sean Hargreaves,0.001289214,0.0,0.002736752,3.12e-35,writers,2018-gb
Saara Aalto,0.002148689,0.0,0.029717223,0.000328679,"artist, writers",2018-fi
Yves Cueni,0.001289214,0.0,0.029717223,0.000299573,dancers,2018-fi
Cláudia Pascoal,0.000429738,0.0,0.000429738,8.51e-68,artist,2018-pt
Isaura,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"writers, backings",2018-pt
The Humans,0.001289214,0.0,0.001718951,8.289999999999999e-42,artist,2018-ro
Alin Neagoe,0.001289214,0.0,0.001718951,8.289999999999999e-42,composers,2018-ro
Cristina Caramarcu,0.001289214,0.0,0.001718951,8.289999999999999e-42,lyricists,2018-ro
Petre Năstase,0.002578427,3.33e-06,0.002578427,1.36e-41,stageDirector,"2018-ro, 2019-ro"
Laura Rizzotto,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2018-lv
Kristīne Pastare,0.000429738,0.0,0.000429738,8.51e-68,backings,2018-lv
Christabelle,0.002148689,0.0,0.048532725,0.003214004,artist,2018-mt
Petra Zammit,0.002148689,0.0,0.048532725,0.003214004,backings,2018-mt
Muxu,0.002148689,0.0,0.048532725,0.003214004,lyricists,2018-mt
Anthea Zammit,0.002148689,0.0,0.048532725,0.003214004,dancers,2018-mt
Steven Levi Vella,0.003867641,0.002949413,0.048714653,0.003392766,stageDirector,"2018-mt, 2024-mt"
Aisel,0.001718951,0.0,0.046336373,0.089520163,artist,2018-az
Sandra D'Adreade,0.001718951,0.0,0.046336373,0.089520163,backings,2018-az
Sennek,0.001289214,0.0,0.038170451,0.000108595,artist,2018-be
Nina Babet,0.001289214,0.0,0.038170451,0.000108595,backings,2018-be
Laura Groeseneken,0.001289214,0.0,0.038170451,0.000108595,writers,2018-be
Zibbz,0.001718951,0.0,0.038404732,0.000131828,artist,2018-ch
Stee Gfeller,0.001718951,0.0,0.038404732,0.000131828,backings,2018-ch
Stefan Gfeller,0.001718951,0.0,0.038404732,0.000131828,composers,2018-ch
Laurell Barker,0.002578427,0.000328493,0.038650747,0.000191262,"lyricists, writers","2018-ch, 2019-gb"
Gromee feat. Lukas Meijer,0.001289214,0.0,0.002115633,1.45e-39,artist,2018-pl
Sara Chmiel-Gromala,0.001289214,0.0,0.002115633,1.45e-39,backings,2018-pl
Mahan Moin,0.001289214,0.0,0.002115633,1.45e-39,writers,2018-pl
Yianna Terzi,0.001718951,0.0,0.037162872,0.023450146,"artist, writers",2018-gr
Chali Jennings,0.000859476,0.0,0.037162872,0.02137354,stageDirector,2018-gr
Sevak Khanagyan,0.002148689,0.0,0.002476109,4.18e-35,"artist, composers",2018-am
Viktorya Maloyan,0.001289214,0.0,0.002476109,3.4e-35,lyricists,2018-am
Sevak Musakhanyan,0.001289214,0.0,0.002476109,3.4e-35,backings,2018-am
Arthur Manukyan,0.003867641,1.44e-05,0.003999868,7.33e-35,stageDirector,"2018-am, 2019-am, 2024-am"
Julia Samoylova,0.001289214,0.0,0.001289214,2.97e-45,artist,2018-ru
Netta Nimrodi,0.002148689,0.0,0.001289214,3.87e-45,"writers, backings",2018-ru
Alexei Golubev,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2018-ru
Ildar Gainutdinov,0.001289214,0.0,0.001289214,2.97e-45,dancers,2018-ru
Alekseev,0.002148689,0.0,0.002500293,1.21e-28,artist,2018-by
Vilen Kilchenko,0.002148689,0.0,0.002500293,1.21e-28,backings,2018-by
Kirill Pavlov,0.002148689,0.0,0.002500293,1.21e-28,composers,2018-by
Oleg Bodnarchuk,0.002148689,0.0,0.002500293,1.21e-28,stageDirector,2018-by
Yulia Zima,0.002148689,0.0,0.002500293,1.21e-28,dancers,2018-by
Franka,0.001718951,0.0,0.033217148,3.34e-06,artist,2018-hr
Martina Ivanković,0.001718951,0.0,0.033217148,3.34e-06,backings,2018-hr
Franka Batelić Corluka,0.001718951,0.0,0.033217148,3.34e-06,lyricists,2018-hr
Igor Barberić,0.001718951,0.0,0.033217148,3.34e-06,stageDirector,2018-hr
Vanja Radovanović,0.001718951,0.0,0.030561218,1.11e-07,"artist, writers",2018-me
Gojko Berkuljan,0.000859476,0.0,0.030561218,1.01e-07,stageDirector,2018-me
Jessika feat. Jenifer Brening,0.001289214,0.0,0.039481752,3.65e-05,artist,2018-sm
Leni Sommer,0.001289214,0.0,0.039481752,3.65e-05,backings,2018-sm
Joana de Lima,0.001289214,0.0,0.039481752,3.65e-05,dancers,2018-sm
Ethno,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2018-ge
Mikheil Mdinaradze,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2018-ge
Irina Sanikidze,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2018-ge
Zaza Orashvili,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2018-ge
Eye Cue,0.001289214,0.0,0.002476109,1.31e-36,artist,2018-mk
Valery Dimovska,0.001289214,0.0,0.002476109,1.31e-36,backings,2018-mk
Bojan Trajkovski,0.001289214,0.0,0.002476109,1.31e-36,lyricists,2018-mk
Ari Ólafsson,0.000429738,0.0,0.000773528,2.52e-53,artist,2018-is
Duncan Laurence,0.000859476,0.0,0.043756129,0.000528614,artist,2019-nl
Wouter Hardy,0.002578427,0.007639209,0.051632767,0.004520317,"writers, lyricists","2019-nl, 2021-ch, 2023-ee"
Mahmood,0.000859476,0.0,0.0,8.1e-80,"artist, writers",2019-it
Simon Lingmerth,0.001718951,0.0,0.042705363,0.108305794,backings,2019-ru
Luca Hänni,0.001718951,0.0,0.050490859,0.004932661,artist,2019-ch
Lukas Hällgren,0.001718951,0.0,0.050490859,0.004932661,writers,2019-ch
Greg Curtis jr.,0.001718951,0.0,0.050490859,0.004932661,backings,2019-ch
Keisha von Arnold,0.001718951,0.0,0.050490859,0.004932661,dancers,2019-ch
John Lundvik,0.001718951,0.0,0.000859476,1.4e-55,"artist, writers",2019-se
Stefan Nykvist,0.000859476,0.0,0.000859476,9.88e-56,backings,2019-se
"Dennis Bröchner, Lotta Furebäck, Sacha Jean-Baptiste, Zain Odelstål",0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2019-se
KEiiNO,0.001289214,0.0,0.008599873,2.73e-15,artist,2019-no
Marianne Pentha,0.001289214,0.0,0.008599873,2.73e-15,backings,2019-no
Tom Hugo Hermansen,0.001289214,0.0,0.008599873,2.73e-15,writers,2019-no
Robert Bilbilov,0.001289214,0.0,0.003356601,8.22e-31,writers,2019-mk
Vasil Garvanliev,0.002578427,2.77e-06,0.00344984,1.07e-30,"backings, composers, lyricists","2019-mk, 2021-mk"
"Mari Ryberger, Tine Matulessy",0.001718951,2.77e-06,0.00344984,8.890000000000001e-31,stageDirector,"2019-mk, 2021-mk"
Chingiz,0.001289214,0.0,0.036742587,0.012413509,artist,2019-az
Trey Campbell,0.002148689,0.0,0.036742587,0.013619581,"composers, lyricists",2019-az
"Kostiantyn Tomilchenko, Mads Enggaard, Oleksandr Bratkovskyi",0.001289214,0.0,0.036742587,0.012413509,stageDirector,2019-az
Kate Miller,0.000859476,0.0,0.000859476,1.67e-61,artist,2019-au
Keir Nuttall,0.000859476,0.0,0.000859476,1.67e-61,writers,2019-au
Philip Gleeson,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2019-au
Hatari,0.001718951,0.0,0.00193382,3.770000000000001e-37,artist,2019-is
Matthías Tryggvi Haraldsson,0.001718951,0.0,0.00193382,3.770000000000001e-37,writers,2019-is
Sólbjört Sigurðardóttir,0.001718951,0.0,0.00193382,3.770000000000001e-37,backings,2019-is
Lee Proud,0.002578427,2.96e-06,0.002578427,4.3000000000000005e-37,stageDirector,"2019-is, 2022-is"
Sigurður Andrean Sigurgeirsson,0.001718951,0.0,0.00193382,3.770000000000001e-37,dancers,2019-is
Lake Malawi,0.001289214,0.0,0.043252026,0.000690343,artist,2019-cz
Mikołaj Trybulec,0.005586592,0.005281194,0.051334675,0.005079215,"writers, composers","2019-cz, 2022-pl, 2023-pl, 2023-ch"
Jakub Gabriel Anděl Rajnoch,0.001289214,0.0,0.043252026,0.000690343,backings,2019-cz
Leonora,0.001718951,0.0,0.00193382,7.12e-37,artist,2019-dk
Melanie Wehbe,0.002578427,2.96e-06,0.002578427,8.35e-37,"writers, backings","2019-dk, 2024-dk"
Sofie Niebuhr McQueen,0.001718951,0.0,0.00193382,7.12e-37,backings,2019-dk
"Mads Enggaard, Toniah Pedersen",0.001718951,0.0,0.00193382,7.12e-37,stageDirector,2019-dk
Sinan Spahi,0.001718951,0.0,0.00193382,7.12e-37,dancers,2019-dk
Tamta,0.001289214,0.0,0.05053617,0.004661194,artist,2019-cy
Niklas Arleryd,0.001289214,0.0,0.05053617,0.004661194,backings,2019-cy
Michela,0.001289214,0.0,0.048324489,0.003359887,artist,2019-mt
Paula Winger,0.001289214,0.0,0.048324489,0.003359887,writers,2019-mt
Destiny Chukunyere,0.001289214,0.0,0.048324489,0.003359887,backings,2019-mt
Zala Kralj & Gašper Šantl,0.000859476,0.0,0.000859476,1.67e-61,artist,2019-si
Zala Kralj,0.000859476,0.0,0.000859476,1.67e-61,writers,2019-si
Igor Zupe,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2019-si
Bilal Hassani,0.001718951,0.0,0.004139808,2.2800000000000002e-29,artist,2019-fr
Marika Prochet,0.004297379,2.77e-05,0.00517476,3.34e-29,stageDirector,"2019-fr, 2021-fr, 2022-fr"
Lizzy Howell,0.001718951,0.0,0.004139808,2.2800000000000002e-29,dancers,2019-fr
Jonida Maliqi,0.000859476,0.0,0.042576213,0.000479198,artist,2019-al
Eriona Rushiti,0.002148689,0.000461885,0.05053617,0.004429907,"writers, lyricists","2019-al, 2023-al"
Wendi Mancaku,0.000859476,0.0,0.042576213,0.000479198,backings,2019-al
Nevena Božović,0.001718951,0.0,0.001342931,2.81e-36,"artist, writers",2019-rs
Olga Popović,0.002148689,5.54e-07,0.002148689,4.59e-36,backings,"2019-rs, 2021-rs"
Miodrag Kolarić,0.002148689,5.54e-07,0.002148689,4.59e-36,stageDirector,"2019-rs, 2021-rs"
Sebastián Millepied,0.000859476,0.0,0.001964516,4.84e-35,backings,2019-sm
Nick Marianos,0.001718951,4.43e-06,0.002291935,5.42e-35,stageDirector,"2019-sm, 2023-sm"
Victor Crone,0.001718951,0.0,0.001145968,5.7e-51,"artist, composers, lyricists",2019-ee
Ove Musting,0.000859476,0.0,0.001145968,4.19e-51,stageDirector,2019-ee
Katerine Duska,0.002578427,0.0,0.001718951,2.79e-36,"artist, lyricists",2019-gr
Evgenia Liakou,0.001718951,0.0,0.001718951,2.26e-36,backings,2019-gr
Phil Cook,0.001718951,0.0,0.001718951,2.26e-36,composers,2019-gr
Efi Gousi,0.001718951,0.0,0.001718951,2.26e-36,stageDirector,2019-gr
Fania Grigoriou,0.001718951,0.0,0.001718951,2.26e-36,dancers,2019-gr
Miki,0.001289214,0.0,0.04243718,0.065370839,artist,2019-es
Mikel,0.001289214,0.0,0.04243718,0.065370839,backings,2019-es
Adrià Salas,0.001289214,0.0,0.04243718,0.065370839,writers,2019-es
Kobi Marimi,0.001289214,0.0,0.001534778,1.2399999999999999e-45,artist,2019-il
Yossi Mark,0.001289214,0.0,0.001534778,1.2399999999999999e-45,backings,2019-il
